,id,query,place_id,house_number,road,neighbourhood,city,county,state,postcode
6742,9523102580,"47.6744,-122.353",155798003,427,North 63rd Street,NA,Seattle,King County,Washington,98103
6743,7429000130,"47.3999,-122.211",231724339,22618,97th Avenue South,NA,NA,King County,Washington,98031
6744,7335400345,"47.305,-122.215",212819790,311,L Street Southeast,NA,NA,King County,Washington,98002
6745,7215721330,"47.5998,-122.016",295997941,998,242nd Court Southeast,NA,NA,King County,Washington,98075
6746,3117100130,"47.6331,-122.166",98183034,NA,Northeast 25th Street,NA,Bellevue,King County,Washington,98005
6747,2868900020,"47.3423,-122.088",232739608,19020,Southeast Covington-Sawyer Road,NA,NA,King County,Washington,98042
6748,5703500130,"47.4805,-121.762",119792995,NA,433rd Court Southeast,NA,NA,King County,Washington,NA
6749,3025059136,"47.6294,-122.215",296006330,2050,94th Avenue Northeast,NA,NA,King County,Washington,98004
6750,6679000130,"47.3834,-122.027",219462788,23527,Southeast 243rd Place,Patrick's Faire,NA,King County,Washington,98038
6751,4222500020,"47.3431,-122.304",231530334,2308,South 288th Place,Laurelwood,NA,King County,Washington,98003
6752,3997500130,"47.7439,-122.301",296053282,15915,26th Avenue Northeast,Briarcrest,NA,King County,Washington,98155
6753,9834201205,"47.5699,-122.287",282555925,3658,Courtland Place South,NA,Seattle,King County,Washington,98144
6754,806000020,"47.4545,-122.18700000000001",231005587,16526,115th Avenue Southeast,NA,NA,King County,Washington,98055
6755,507100005,"47.7775,-122.337",296110932,1906,North 204th Place,NA,NA,King County,Washington,98133
6756,8635760480,"47.6022,-122.021",13299317,23947,Southeast 7th Lane,NA,NA,King County,Washington,98074
6757,1328330190,"47.4417,-122.134",231494189,15500,Southeast 178th Place,Candlewood,NA,King County,Washington,98058
6758,2919702040,"47.6886,-122.361",156613253,306,Northwest 82nd Street,Whittier Heights,Seattle,King County,Washington,98117
6759,3095000095,"47.5561,-122.37700000000001",159030422,5044,36th Avenue Southwest,NA,Seattle,King County,Washington,98126
6760,304100010,"47.3385,-122.262",233020144,29411,58th Avenue South,NA,NA,King County,Washington,98001
6761,617000089,"47.4163,-122.34",233259717,20737,Marine View Drive Southwest,NA,NA,King County,Washington,98166
6762,3582750280,"47.751999999999995,-122.25299999999999",248735212,6512,Northeast 171st Place,NA,NA,King County,Washington,98028
6763,3438500430,"47.5517,-122.36",159745690,5605,21st Avenue Southwest,NA,Seattle,King County,Washington,98106
6764,8964800225,"47.6203,-122.21",296050132,9885,Hilltop Road,NA,Bellevue,King County,Washington,98004
6765,2013801350,"47.3839,-122.321",230274327,24305,10th Avenue South,Zenith,NA,King County,Washington,98198
6766,1320069163,"47.2142,-121.98700000000001",232445147,1355,Southeast 432nd Street,NA,NA,King County,Washington,98022
6767,7549800168,"47.5549,-122.311",156609506,1626,South Bennett Street,NA,Seattle,King County,Washington,98108
6768,3226049466,"47.6946,-122.32799999999999",155696275,9014,1st Avenue Northeast,Licton Springs,Seattle,King County,Washington,98115
6769,9822700285,"47.6597,-122.29",154895839,3503,Northeast 43rd Street,NA,Seattle,King County,Washington,98105
6770,538000250,"47.3541,-122.024",218273341,27614,238th Avenue Southeast,Barklay Woods,NA,King County,Washington,98038
6771,5702450250,"47.4948,-121.77600000000001",296032975,398,Ogle Place Northeast,NA,NA,King County,Washington,98045
6772,8835900086,"47.5501,-122.26100000000001",157166887,5817,Seward Park Avenue South,Seward Park,Seattle,King County,Washington,98118
6773,3333002302,"47.5437,-122.291",159485356,6524,32nd Avenue South,Holly Park,Seattle,King County,Washington,98118
6774,7787120500,"47.4808,-121.781",296098288,363,Southeast 13th Place,NA,NA,King County,Washington,98045
6775,8563010420,"47.6243,-122.1",296078521,1637,180th Avenue Northeast,NA,Bellevue,King County,Washington,98008
6776,3361400190,"47.5024,-122.32",235572986,11228,10th Avenue South,Highline,NA,King County,Washington,98168
6777,1024039001,"47.5803,-122.40299999999999",18610384,2471,55th Avenue Southwest,Alki,Seattle,King County,Washington,98116
6778,6806100420,"47.4661,-122.145",229171565,14560,Southeast 153rd Place,Pioneer Place,NA,King County,Washington,98058
6779,3204300225,"47.6304,-122.301",158315762,2410,East Highland Drive,NA,Seattle,King County,Washington,98112
6780,8857640420,"47.3896,-122.03399999999999",219710515,23706,230th Place Southeast,Valley Meadows at Maple Valley,NA,King County,Washington,98038
6781,4443800130,"47.6875,-122.39200000000001",154476364,8026,Earl Avenue Northwest,Loyal Heights,Seattle,King County,Washington,98117
6782,3449800290,"47.513999999999996,-122.176",232576128,2515,Monroe Court Northeast,Glencoe,NA,King County,Washington,98056
6783,2426059071,"47.7323,-122.116",24539545,14447,168th Avenue Northeast,NA,NA,King County,Washington,98072
6784,2618300190,"47.422,-122.15299999999999",232561996,14033,Southeast 201st Street,NA,NA,King County,Washington,98042
6785,6181400920,"47.3035,-122.28299999999999",230901992,33232,41st Place South,NA,NA,King County,Washington,98001
6786,424069150,"47.5952,-122.056",296108381,1576,212th Avenue Southeast,NA,NA,King County,Washington,98075
6787,856000255,"47.6874,-122.214",180552102,1290,6th Street West,NA,NA,King County,Washington,98033
6788,1841500050,"47.3439,-122.198",233174297,10633,Southeast 287th Street,NA,NA,King County,Washington,98092
6789,3226059071,"47.7006,-122.197",179466734,11204,108th Avenue Northeast,NA,NA,King County,Washington,98033
6790,524059093,"47.5975,-122.196",296065968,10817,Southeast 14th Street,NA,Bellevue,King County,Washington,98004
6791,1568100225,"47.7349,-122.295",296098354,14564,31st Avenue Northeast,NA,NA,King County,Washington,98155
6792,4027700726,"47.7738,-122.266",247188673,5937,Northeast 200th Court,NA,NA,King County,Washington,98028
6793,5198600005,"47.3137,-122.212",212154390,1301,6th Place Northeast,NA,NA,King County,Washington,98002
6794,7677300010,"47.6791,-122.402",154407701,6828,35th Avenue Northwest,Sunset Hill,Seattle,King County,Washington,98117
6795,7979900006,"47.7481,-122.292",296053489,16497,35th Avenue Northeast,NA,NA,King County,Washington,98155
6796,1102000527,"47.5427,-122.265",157380699,5408,South Holly Street,Brighton Beach,Seattle,King County,Washington,98118
6797,1115800440,"47.6652,-122.146",296164067,6601,146th Avenue Northeast,NA,NA,King County,Washington,98052
6798,9407110680,"47.4477,-121.77",296024289,16925,427th Avenue Southeast,Wilderness Rim,NA,King County,Washington,98045
6799,6084601060,"47.326,-122.273",232063245,4825,South 308th Street,NA,NA,King County,Washington,98001
6800,993001330,"47.6916,-122.34",155863718,8536,Interlake Avenue North,Licton Springs,Seattle,King County,Washington,98103
6801,2475200290,"47.4732,-122.18799999999999",232350217,2334,Southeast 8th Place,NA,NA,King County,Washington,98055
6802,5381000048,"47.4523,-122.286",230201834,16818,37th Avenue South,NA,NA,King County,Washington,98188
6803,5605000595,"47.6466,-122.304",155745769,2904,Montlake Boulevard East,Montlake,Seattle,King County,Washington,98112
6804,1124000050,"47.7181,-122.37100000000001",157059962,12203,11th Avenue Northwest,NA,Seattle,King County,Washington,98177
6805,3558900430,"47.7091,-122.198",180995438,12139,107th Avenue Northeast,NA,NA,King County,Washington,98034
6806,2708100130,"47.6828,-122.353",155739755,350,North 74th Street,NA,Seattle,King County,Washington,98103
6807,1236300290,"47.6855,-122.19",180204962,11218,Northeast 94th Street,NA,NA,King County,Washington,98033
6808,525069099,"47.6847,-122.064",170657062,20630,Northeast 92nd Place,NA,NA,King County,Washington,98053
6809,3262300235,"47.6308,-122.238",296067000,2222,Evergreen Point Road,NA,NA,King County,Washington,98039
6810,5104510130,"47.3565,-122.016",219870244,27369,245th Avenue Southeast,Maple Woods,NA,King County,Washington,98038
6811,7197350050,"47.6617,-122.137",229842322,NA,Northeast 62nd Court,NA,NA,King County,Washington,NA
6812,2822049148,"47.369,-122.311",232876368,1650,South 260th Street,Woodmont,NA,King County,Washington,98198
6813,7558300170,"47.7243,-122.21",179830327,9743,Northeast 138th Place,Maple Glen,NA,King County,Washington,98034
6814,7852190050,"47.5401,-121.87899999999999",296156318,6753,Silent Creek Avenue Southeast,NA,NA,King County,Washington,98065
6815,1277000020,"47.625,-122.14399999999999",296011594,14645,Northeast 16th Street,NA,Bellevue,King County,Washington,98007
6816,567000660,"47.5949,-122.296",227454613,831,29th Avenue South,NA,Seattle,King County,Washington,98144
6817,9214400396,"47.6802,-122.29799999999999",154674176,7025,28th Avenue Northeast,Wedgwood,Seattle,King County,Washington,98115
6818,9406520290,"47.363,-122.035",219367172,22924,Southeast 266th Street,Wilderness Estates,NA,King County,Washington,98038
6819,2112700895,"47.5346,-122.353",159813145,7531,14th Avenue Southwest,Highland Park,Seattle,King County,Washington,98106
6820,2474400250,"47.4051,-122.193",229793799,11103,Southeast 219th Place,Hillshire Terrace,NA,King County,Washington,98031
6821,3889100029,"47.6673,-122.176",180510540,6901,123rd Avenue Northeast,NA,NA,King County,Washington,98033
6822,11501310,"47.6971,-122.101",260375727,10842,179th Court Northeast,NA,NA,King County,Washington,98052
6823,5672000020,"47.4243,-122.20200000000001",232163926,19812,104th Avenue Southeast,NA,NA,King County,Washington,98055
6824,6668900005,"47.7492,-122.311",296053242,1593,Northeast 166th Street,NA,NA,King County,Washington,98155
6825,2346800005,"47.5175,-122.39299999999999",156217438,9603,47th Avenue Southwest,Endolyne,Seattle,King County,Washington,98136
6826,2872900050,"47.6256,-122.037",296165500,22634,Northeast 18th Place,NA,NA,King County,Washington,98074
6827,4040600190,"47.6122,-122.137",192196150,NA,152nd Place Northeast,NA,Bellevue,King County,Washington,98007
6828,7129301578,"47.5137,-122.25200000000001",160453484,9830,Arrowsmith Avenue South,Rainier Beach,Seattle,King County,Washington,98118
6829,3955900500,"47.4814,-122.189",232902766,2225,Southeast 2nd Place,Liberty Ridge,NA,King County,Washington,98056
6830,7788400170,"47.5121,-122.16799999999999",232838137,3808,Northeast 22nd Place,Glencoe,NA,King County,Washington,98056
6831,3831000010,"47.3871,-122.22399999999999",231498266,710,North Lenora Avenue,NA,NA,King County,Washington,98031
6832,3885803895,"47.6879,-122.208",178431402,123,16th Avenue,NA,NA,King County,Washington,98033
6833,3810000480,"47.4975,-122.23100000000001",233231103,8046,South 118th Street,Bryn Mawr,Seattle,King County,Washington,98178
6834,6169901197,"47.6321,-122.37100000000001",157759811,1011,West Galer Street,NA,Seattle,King County,Washington,98119
6835,6882520050,"47.5289,-122.28",149782253,8305,42nd Place South,NA,Seattle,King County,Washington,98118
6836,2608300103,"47.5294,-122.361",22393726,8121,Delridge Way Southwest,Highland Park,Seattle,King County,Washington,98106
6837,3530400080,"47.3804,-122.32",230531574,24707,11th Avenue South,Zenith,NA,King County,Washington,98198
6838,1099760470,"47.306000000000004,-122.375",232304927,33004,33rd Avenue Southwest,NA,NA,King County,Washington,98023
6839,4327600010,"47.4958,-122.262",158859761,5552,South Juniper Street,NA,Seattle,King County,Washington,98178
6840,6150200005,"47.727,-122.339",285058169,1819,North 135th Street,Bitter Lake,Seattle,King County,Washington,98133
6841,4019300480,"47.7601,-122.286",296141907,18363,40th Avenue Northeast,NA,NA,King County,Washington,98155
6842,6855100010,"47.7256,-122.211",179829086,9726,Northeast 139th Street,Maple Glen,NA,King County,Washington,98034
6843,5249801440,"47.5576,-122.277",271015601,4921,45th Avenue South,Columbia,Seattle,King County,Washington,98118
6844,7524350080,"47.3762,-122.318",212974424,25141,13th Avenue South,Zenith,NA,King County,Washington,98198
6845,1137800460,"47.2769,-122.333",231004254,36206,1st Place South,NA,NA,King County,Washington,98003
6846,587550280,"47.3241,-122.37799999999999",232845736,30924,36th Avenue Southwest,Bayview Country Estates,NA,King County,Washington,98023
6847,871001365,"47.6514,-122.40700000000001",156563474,3431,39th Avenue West,NA,Seattle,King County,Washington,98199
6848,1430800279,"47.4738,-122.353",236898766,1416,Southwest 144th Place,Seahurst,NA,King County,Washington,98166
6849,1226039130,"47.7625,-122.36",296022880,208,Northwest 183rd Street,NA,NA,King County,Washington,98177
6850,7254000050,"47.5878,-122.165",74725439,NA,Southeast 26th Street,Woodridge,Bellevue,King County,Washington,98005-4317
6851,3530200020,"47.768,-122.09200000000001",296135952,19367,184th Place Northeast,NA,NA,King County,Washington,98077
6852,2386000020,"47.6377,-121.985",296012651,3208,264th Avenue Northeast,NA,NA,King County,Washington,98053
6853,6738700225,"47.5845,-122.291",157093027,2019,33rd Avenue South,NA,Seattle,King County,Washington,98144
6854,6821600005,"47.6501,-122.395",157353002,3242,30th Avenue West,Lawton Park,Seattle,King County,Washington,98199
6855,3579000010,"47.7445,-122.24799999999999",251571045,16005,70th Avenue Northeast,NA,NA,King County,Washington,98028
6856,9359100101,"47.5817,-122.24600000000001",296068786,6933,Southeast 32nd Street,NA,NA,King County,Washington,98040
6857,6819100122,"47.6444,-122.35700000000001",157974259,2707,Queen Anne Avenue North,NA,Seattle,King County,Washington,98109
6858,3908100020,"47.6827,-122.289",133586054,7340,35th Avenue Northeast,Wedgwood,Seattle,King County,Washington,98115
6859,6392001950,"47.6832,-122.286",155670438,7500,39th Avenue Northeast,Wedgwood,Seattle,King County,Washington,98115
6860,2872900280,"47.6268,-122.038",296054678,22565,Northeast 19th Place,NA,NA,King County,Washington,98074
6861,6437400101,"47.5361,-122.351",158795538,7339,12th Avenue Southwest,NA,Seattle,King County,Washington,98106
6862,7227502155,"47.4915,-122.184",231789948,2604,Northeast 5th Place,Highlands Park,NA,King County,Washington,98056
6863,1115100169,"47.7569,-122.32600000000001",296109075,326,Northeast Serpentine Place,North City,NA,King County,Washington,98155
6864,2919702705,"47.6901,-122.36200000000001",155767826,332,Northwest 84th Street,Crown Hill,Seattle,King County,Washington,98117
6865,7302000500,"47.6522,-121.97",296051518,5273,277th Avenue Northeast,NA,NA,King County,Washington,98053
6866,6021503656,"47.6835,-122.387",18595067,7508,24th Avenue Northwest,Loyal Heights,Seattle,King County,Washington,98117
6867,8665200020,"47.7681,-122.305",296105026,2300,Northeast 191st Street,NA,NA,King County,Washington,98155
6868,3288301330,"47.7322,-122.185",179895787,11617,Northeast 145th Street,NA,NA,King County,Washington,98034
6869,2621700010,"47.6695,-122.05",170244130,7304,217th Place Northeast,NA,NA,King County,Washington,98053
6870,1824079073,"47.5669,-121.956",296108173,28988,Southeast 43rd Place,NA,NA,King County,Washington,98024
6871,1954440080,"47.6198,-122.044",296138358,22218,Northeast 11th Place,NA,NA,King County,Washington,98074
6872,7452500285,"47.5195,-122.374",159892053,9308,32nd Avenue Southwest,Westwood,Seattle,King County,Washington,98126
6873,7937600380,"47.4353,-122.084",233952437,18607,East Spring Lake Drive Southeast,NA,NA,King County,Washington,98058
6874,5153200651,"47.3261,-122.353",230583922,1414,Southwest Dash Point Road,NA,NA,King County,Washington,98023
6875,2323069022,"47.4617,-122.012",234129333,15625,Issaquah Hobart Road Southeast,Mirrormont,NA,King County,Washington,98027
6876,1328340380,"47.4437,-122.137",230585280,17654,152nd Place Southeast,Candlewood,NA,King County,Washington,98058
6877,2256500005,"47.6102,-122.309",21282762,831,18th Avenue,NA,Seattle,King County,Washington,98122
6878,9828200545,"47.6155,-122.3",157003252,2500,East Pine Street,NA,Seattle,King County,Washington,98122
6879,686450080,"47.6381,-122.116",296093582,16800,Northeast 31st Street,NA,Bellevue,King County,Washington,98008
6880,2571900380,"47.1958,-122.009",234074819,533,Hazel Place,NA,NA,King County,Washington,98022
6881,1026069120,"47.7479,-122.03399999999999",115432849,NA,Northeast 166th Street,NA,NA,King County,Washington,98077
6882,3882320010,"47.6558,-122.135",296115580,5276,154th Avenue Northeast,NA,NA,King County,Washington,98052
6883,1377300020,"47.6438,-122.40299999999999",156211204,2619,35th Avenue West,Magnolia Village,Seattle,King County,Washington,98199
6884,1124000005,"47.7195,-122.37100000000001",156962967,12253,11th Avenue Northwest,NA,Seattle,King County,Washington,98177
6885,1151100010,"47.4807,-121.775",96574590,NA,424th Avenue Southeast,NA,NA,King County,Washington,NA
6886,7997200130,"47.6949,-122.389",155591427,9023,25th Avenue Northwest,North Beach,Seattle,King County,Washington,98117
6887,2419600005,"47.7321,-122.353",155457652,501,North 143rd Street,Foy,Seattle,King County,Washington,98133
6888,5727000010,"47.4217,-122.20100000000001",229342847,20143,105th Avenue Southeast,NA,NA,King County,Washington,98031
6889,8656300080,"47.6565,-121.912",296091814,5678,320th Avenue Northeast,NA,NA,King County,Washington,98014
6890,9517200290,"47.7609,-122.14399999999999",296113545,14653,Northeast 184th Place,NA,NA,King County,Washington,98072
6891,3123049142,"47.4326,-122.34100000000001",231468495,19011,4th Avenue Southwest,NA,NA,King County,Washington,98166
6892,4139500080,"47.5513,-122.109",274122075,NA,173rd Avenue Southeast,NA,Bellevue,King County,Washington,99007
6893,6150200280,"47.7275,-122.336",155886878,13517,Burke Avenue North,NA,Seattle,King County,Washington,98133
6894,6021500840,"47.6892,-122.38600000000001",153796698,8318,Jones Avenue Northwest,Loyal Heights,Seattle,King County,Washington,98117
6895,8691310420,"47.5912,-121.986",296108327,1956,264th Place Southeast,NA,NA,King County,Washington,98075
6896,1402900380,"47.3328,-122.18700000000001",232820927,30021,114th Way Southeast,NA,NA,King County,Washington,98092
6897,2345500010,"47.2755,-122.30799999999999",199331985,NA,Enchanted Parkway South,NA,NA,King County,Washington,98354
6898,3279000460,"47.303000000000004,-122.383",230830808,33309,40th Avenue Southwest,NA,NA,King County,Washington,98023
6899,723000114,"47.6578,-122.286",154574258,3930,Northeast Belvoir Place,Laurelhurst,Seattle,King County,Washington,98105
6900,5145100080,"47.7275,-122.219",181278067,9100,Northeast 141st Street,Simonds Estates,NA,King County,Washington,98034
6901,8078410280,"47.6366,-122.029",296024212,23287,Northeast 29th Court,NA,NA,King County,Washington,98074
6902,3885806105,"47.6815,-122.2",180798178,440,8th Avenue,NA,NA,King County,Washington,98033
6903,5702380780,"47.1938,-121.98100000000001",233301815,128,Jewell Street,NA,NA,King County,Washington,98022
6904,3826000280,"47.4935,-122.306",237300294,12232,21st Avenue South,NA,NA,King County,Washington,98168
6905,1421079007,"47.3085,-121.88799999999999",232030173,32520,342nd Avenue Southeast,NA,NA,King County,Washington,98051
6906,3702900185,"47.5577,-122.396",158594422,4926,Southwest Hudson Street,NA,Seattle,King County,Washington,98116
6907,4136880460,"47.2588,-122.21",232515989,1522,55th Court Southeast,NA,NA,King County,Washington,98092
6908,7885100005,"47.5246,-122.325",159605218,711,South Trenton Street,South Park,Seattle,King County,Washington,98108
6909,3037200010,"47.6032,-122.31",157159484,166,17th Avenue,Little Saigon,Seattle,King County,Washington,98122
6910,4309710250,"47.515,-122.117",232671009,17132,Southeast 100th Street,NA,NA,King County,Washington,98059
6911,3401700185,"47.7333,-122.12799999999999",296053789,14867,156th Place Northeast,NA,NA,King County,Washington,98072
6912,2141300080,"47.5596,-122.14200000000001",138595076,NA,Southeast 49th Street,NA,Bellevue,King County,Washington,98006
6913,3387800380,"47.3948,-122.20100000000001",229089459,10506,Southeast 232nd Street,NA,NA,King County,Washington,98031
6914,2310000280,"47.3577,-122.038",219013437,22740,Southeast 273rd Street,Elk Run,NA,King County,Washington,98038
6915,1687900170,"47.5634,-122.12799999999999",296027607,16018,Southeast 46th Way,NA,Bellevue,King County,Washington,98006
6916,8079000190,"47.511,-122.15299999999999",232143383,2122,Field Avenue Northeast,Summerwind,NA,King County,Washington,98059
6917,1710400005,"47.6102,-122.314",157130456,832,14th Avenue,NA,Seattle,King County,Washington,98122
6918,2473420170,"47.4513,-122.16",231896675,16903,135th Place Southeast,NA,NA,King County,Washington,98058
6919,1056200010,"47.5855,-122.194",296135801,10999,Southeast 28th Street,NA,Bellevue,King County,Washington,98004
6920,263000359,"47.6982,-122.34700000000001",156638971,902,North 95th Street,Licton Springs,Seattle,King County,Washington,98103
6921,6624010170,"47.4183,-122.182",229853440,11921,Southeast 205th Street,Willow Ridge,NA,King County,Washington,98031
6922,824059265,"47.5873,-122.205",296076419,9999,Southeast 25th Street,NA,Bellevue,King County,Washington,98004
6923,2869100080,"47.6677,-122.15",296021905,6999,142nd Court Northeast,NA,NA,King County,Washington,98052
6924,203100440,"47.6426,-121.955",180656374,3811,East Ames Lake Lane Northeast,NA,NA,King County,Washington,98014
6925,9542800290,"47.3021,-122.375",231896809,33425,33rd Place Southwest,NA,NA,King County,Washington,98023
6926,3342100780,"47.5175,-122.205",232293866,1011,North 29th Street,Kennydale,NA,King County,Washington,98056
6927,475000080,"47.6681,-122.36200000000001",153766734,322,Northwest 54th Street,NA,Seattle,King County,Washington,98107
6928,1562100380,"47.622,-122.139",296049210,1332,151st Avenue Northeast,NA,Bellevue,King County,Washington,98007
6929,3878900185,"47.50899999999999,-122.251",159993630,10222,66th Avenue South,Rainier Beach,Seattle,King County,Washington,98178
6930,6791100280,"47.57899999999999,-122.051",296064508,3397,216th Place Southeast,NA,NA,King County,Washington,98075
6931,1926059099,"47.7212,-122.22200000000001",179751007,13425,90th Avenue Northeast,Simonds Estates,NA,King County,Washington,98034
6932,2881700547,"47.7344,-122.333",156688077,2215,North 145th Street,NA,Seattle,King County,Washington,98133
6933,3260800190,"47.3499,-122.302",230598690,28018,24th Place South,Laurelwood,NA,King County,Washington,98003
6934,7715600050,"47.718999999999994,-122.307",155534559,12346,20th Avenue Northeast,NA,Seattle,King County,Washington,98125
6935,3158500460,"47.3545,-122.056",221365909,27588,214th Avenue Southeast,Hailey's Terrace,NA,King County,Washington,98038
6936,4027700797,"47.7703,-122.265",248781500,19521,61st Avenue Northeast,NA,NA,King County,Washington,98028
6937,9161100460,"47.5671,-122.39399999999999",158319839,4051,48th Avenue Southwest,NA,Seattle,King County,Washington,98116
6938,8069000216,"47.5102,-122.241",161480659,7503,South Taft Street,Rainier Beach,Seattle,King County,Washington,98178
6939,3401700255,"47.7275,-122.12200000000001",24467286,14208,162nd Avenue Northeast,NA,NA,King County,Washington,98072
6940,4083306720,"47.6489,-122.337",204025267,1709,North 35th Street,NA,Seattle,King County,Washington,98103
6941,6377200010,"47.6454,-122.21799999999999",296101493,9016,Northeast 39th Place,NA,NA,King County,Washington,98004
6942,2767601100,"47.6751,-122.37899999999999",56856198,6323,17th Avenue Northwest,Whittier Heights,Seattle,King County,Washington,98107
6943,2856100185,"47.6767,-122.38799999999999",18611843,6523,24th Avenue Northwest,NA,Seattle,King County,Washington,98117
6944,3438500797,"47.55,-122.35600000000001",221382188,5901,17th Avenue Southwest,NA,Seattle,King County,Washington,98106
6945,6738700275,"47.5846,-122.291",157093027,2019,33rd Avenue South,NA,Seattle,King County,Washington,98144
6946,1761100190,"47.2884,-122.365",233042988,2421,Southwest 349th Place,NA,NA,King County,Washington,98023
6947,713500020,"47.5544,-122.147",296121508,5278,145th Place Southeast,NA,Bellevue,King County,Washington,98006
6948,5412310170,"47.3766,-122.18",231642114,12021,Southeast 251st Place,NA,NA,King County,Washington,98030
6949,7751800080,"47.6346,-122.12700000000001",296024870,2738,160th Avenue Northeast,NA,Bellevue,King County,Washington,98008
6950,1121000414,"47.5424,-122.381",157102810,6717,38th Avenue Southwest,High Point,Seattle,King County,Washington,98126
6951,4239400920,"47.3162,-122.18299999999999",233753250,31830,118th Place Southeast,NA,NA,King County,Washington,98092
6952,9408300380,"47.7443,-122.11399999999999",296099853,16918,Northeast 160th Place,NA,NA,King County,Washington,98072
6953,6865200095,"47.6645,-122.34200000000001",156758123,1302,North 49th Street,NA,Seattle,King County,Washington,98103
6954,6669080010,"47.5137,-122.189",220587884,2416,Blaine Avenue Northeast,Kennydale,NA,King County,Washington,98056
6955,1446400670,"47.4821,-122.331",235415016,13436,2nd Avenue South,Beverly Park,NA,King County,Washington,98168
6956,203100460,"47.6422,-121.954",180207085,3655,East Ames Lake Lane Northeast,NA,NA,King County,Washington,98014
6957,9523102750,"47.6744,-122.353",155798003,427,North 63rd Street,NA,Seattle,King County,Washington,98103
6958,8078570380,"47.4022,-122.171",230559175,12621,Southeast 222nd Place,Hillshire Terrace,NA,King County,Washington,98031
6959,1423800080,"47.4557,-122.181",230437304,16403,120th Avenue Southeast,NA,NA,King County,Washington,98058
6960,9259900010,"47.7181,-122.316",159373653,12312,11th Avenue Northeast,NA,Seattle,King County,Washington,98125
6961,4223400050,"47.2909,-122.219",232276479,1955,H Street Southeast,Stuck,NA,King County,Washington,98002
6962,686400380,"47.6336,-122.115",296071669,2625,169th Avenue Northeast,NA,Bellevue,King County,Washington,98008
6963,1102001112,"47.5426,-122.262",159394858,5560,South Holly Street,Brighton Beach,Seattle,King County,Washington,98118
6964,241900020,"47.4036,-122.205",230315942,10128,Southeast 222nd Street,NA,NA,King County,Washington,98031
6965,8691300380,"47.5879,-121.973",296020632,27299,Southeast 26th Place,NA,NA,King County,Washington,98075
6966,3426049132,"47.6986,-122.286",160365775,3840,Northeast 96th Street,Alicia Park,Seattle,King County,Washington,98115
6967,3904901190,"47.5665,-122.023",295999420,4325,239th Place Southeast,NA,NA,King County,Washington,98029
6968,1789900080,"47.3207,-122.36200000000001",231911442,2216,Southwest Dash Point Road,NA,NA,King County,Washington,98023
6969,1021049022,"47.3226,-122.287",230811373,3720,South 312th Street,NA,NA,King County,Washington,98001
6970,5634500179,"47.7494,-122.236",249156746,7815,Northeast 167th Street,NA,NA,King County,Washington,98028
6971,795002455,"47.5102,-122.33",232338783,10405,3rd Avenue South,NA,Seattle,King County,Washington,98168
6972,6666860170,"47.4197,-122.205",65282288,10208,Southeast 204th Street,Stonepine,NA,King County,Washington,98031
6973,9828200605,"47.6156,-122.29899999999999",159223068,1607,26th Avenue,NA,Seattle,King County,Washington,98122
6974,853200010,"47.6229,-122.22",296094665,9051,Northeast 14th Street,NA,NA,King County,Washington,98004
6975,4449800345,"47.6894,-122.391",153724635,8315,27th Avenue Northwest,Loyal Heights,Seattle,King County,Washington,98117
6976,2522029136,"47.3674,-122.50299999999999",296086420,13072,Southwest 264th Street,NA,NA,King County,Washington,98070
6977,1149900050,"47.5608,-122.016",296020562,24311,Southeast 46th Way,Hunter's Ridge,NA,King County,Washington,98029
6978,6908200080,"47.6746,-122.4",155091191,3239,Northwest 64th Street,Sunset Hill,Seattle,King County,Washington,98107
6979,3395800660,"47.482,-122.34",236941334,13438,5th Avenue Southwest,NA,NA,King County,Washington,98146
6980,9414610010,"47.5202,-122.04700000000001",296108293,970,Greenwood Boulevard Southwest,NA,NA,King County,Washington,98027
6981,5379805120,"47.4481,-122.27799999999999",230517952,4416,South 173rd Street,NA,NA,King County,Washington,98188
6982,1530900290,"47.735,-122.15899999999999",296159394,14798,134th Court Northeast,NA,NA,King County,Washington,98072
6983,8886000005,"47.4145,-122.44",296152531,21314,Tramp Harbor Road Southwest,NA,NA,King County,Washington,98070
6984,8965400010,"47.5586,-122.12100000000001",296120625,16421,Southeast 49th Street,NA,Bellevue,King County,Washington,98006
6985,8644210470,"47.5796,-121.99799999999999",296087503,25701,Southeast 32nd Place,Tibbets Station,NA,King County,Washington,98075
6986,1545805980,"47.3685,-122.04799999999999",220029670,26010,220th Avenue Southeast,NA,NA,King County,Washington,98038
6987,2841500010,"47.5427,-122.302",157056386,2425,South Holly Street,Holly Park,Seattle,King County,Washington,98108
6988,1328330290,"47.4417,-122.135",230040150,17822,154th Avenue Southeast,Candlewood,NA,King County,Washington,98058
6989,4222100280,"47.3456,-122.305",231781156,2125,South 285th Street,Laurelwood,NA,King County,Washington,98003
6990,4222200280,"47.3467,-122.306",231781509,28422,22nd Avenue South,Laurelwood,NA,King County,Washington,98003
6991,3224510290,"47.5604,-122.133",296117076,15440,Southeast 47th Place,NA,Bellevue,King County,Washington,98006
6992,5196420290,"47.6539,-122.12100000000001",296078746,4635,166th Court Northeast,NA,NA,King County,Washington,98052
6993,1703900005,"47.5551,-122.273",159363703,5203,48th Avenue South,Lakewood,Seattle,King County,Washington,98118
6994,3329530480,"47.3321,-122.26100000000001",232448761,30027,58th Place South,NA,NA,King County,Washington,98001
