,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,lat_long,place_id,house_number,road,neighbourhood,city,county,state,postcode,dist_fromlake,avg_price_by_zipcode,median_price_by_zipcode,sale_price,profit,day,month,quarter,year,year_week,median_price_quarter
5269,3210600010,2014-10-31,635000.0,3,2.25,1940,7482,1.0,0,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310,"47.6004,-122.195",296079424,1094,109th Avenue Southeast,,Bellevue,King County,Washington,98004,6.59186606756072,1354599.634920635,1150000.0,825500.0,190500.0,31,10,2014Q4,2014,2014-43,439000.0
5272,7116000425,2014-11-25,150000.0,2,1.0,720,4120,1.0,0,0,5,5,720,0,1915,0,98002,47.303000000000004,-122.21700000000001,940,6180,"47.303000000000004,-122.21700000000001",231440024,910,5th Street Southeast,,,King County,Washington,98002,37.70489428972105,234083.8730964467,235000.0,195000.0,45000.0,25,11,2014Q4,2014,2014-47,439000.0
5277,6746700605,2015-01-28,530000.0,5,1.75,1570,3000,2.0,0,0,4,7,1570,0,1908,0,98105,47.6677,-122.316,1610,3000,"47.6677,-122.316",157392011,5242,11th Avenue Northeast,,Seattle,King County,Washington,98105,5.192286237871789,862825.2314410481,675000.0,689000.0,159000.0,28,1,2015Q1,2015,2015-04,440000.0
5279,9211500010,2015-03-27,210000.0,3,2.25,1720,9435,1.0,0,0,4,7,1220,500,1978,0,98023,47.2979,-122.37700000000001,1690,7215,"47.2979,-122.37700000000001",233255837,3501,Southwest 339th Place,,,King County,Washington,98023,39.15155862768308,287419.9512195122,268750.0,273000.0,63000.0,27,3,2015Q1,2015,2015-12,440000.0
5280,1324300290,2014-12-26,485000.0,3,2.75,1670,3330,1.5,0,0,4,7,1670,0,1925,0,98107,47.6551,-122.36,1370,5000,"47.6551,-122.36",160559900,220,Northwest Bowdoin Place,,Seattle,King County,Washington,98107,7.711001190913386,579125.7916666666,529950.0,630500.0,145500.0,26,12,2014Q4,2014,2014-51,439000.0
5282,4037400430,2014-10-15,478000.0,4,2.0,1690,8208,1.0,0,0,4,7,1210,480,1958,0,98008,47.6052,-122.126,1620,8496,"47.6052,-122.126",296072969,16000,Southeast 5th Street,,Bellevue,King County,Washington,98008,10.745914742081686,645507.3780918728,545000.0,621400.0,143400.0,15,10,2014Q4,2014,2014-41,439000.0
5288,1432400525,2015-03-06,195000.0,3,1.5,1430,7560,1.0,0,0,5,6,1430,0,1958,0,98058,47.4518,-122.179,1150,7560,"47.4518,-122.179",231078101,16820,121st Avenue Southeast,,,King County,Washington,98058,21.870850988754434,354019.7982261641,335000.0,253500.0,58500.0,6,3,2015Q1,2015,2015-09,440000.0
5289,7011201470,2014-10-15,625000.0,2,1.0,2160,2192,1.0,0,0,5,8,1170,990,1925,0,98119,47.6364,-122.37100000000001,1150,2152,"47.6364,-122.37100000000001",20395588,1910,11th Avenue West,Interbay,Seattle,King County,Washington,98119,8.387550525442395,849448.0163043478,744975.0,812500.0,187500.0,15,10,2014Q4,2014,2014-41,439000.0
5292,1775800420,2015-02-02,474000.0,4,2.25,1960,14834,1.0,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000,"47.7434,-122.095",296053803,15999,183rd Place Northeast,,,King County,Washington,98072,16.765401923518002,569851.6948529412,514500.0,616200.0,142200.0,2,2,2015Q1,2015,2015-05,440000.0
5297,1926069063,2015-03-06,585000.0,3,1.75,1790,87213,1.0,0,0,4,7,1790,0,1974,0,98077,47.732,-122.07700000000001,3270,39586,"47.732,-122.07700000000001",160189171,,Northeast 144th Place,,,King County,Washington,98077,16.99311774105418,682326.1530612245,652475.0,760500.0,175500.0,6,3,2015Q1,2015,2015-09,440000.0
5320,2372800050,2014-05-21,220000.0,3,1.0,1060,9126,1.0,0,2,5,7,1060,0,1956,0,98022,47.201,-121.999,1300,9126,"47.201,-121.999",231865505,1122,Harding Street,,,King County,Washington,98022,52.68616706270713,315709.30341880344,279500.0,286000.0,66000.0,21,5,2014Q2,2014,2014-20,465000.0
5323,6450304600,2014-10-23,315000.0,1,2.25,1940,2550,2.0,0,0,4,7,1100,840,1979,0,98133,47.7313,-122.34299999999999,1580,5100,"47.7313,-122.34299999999999",154894592,14028,Lenora Place North,Bitter Lake,Seattle,King County,Washington,98133,11.848365066802346,385534.63636363635,372750.0,409500.0,94500.0,23,10,2014Q4,2014,2014-42,439000.0
5325,1853200080,2014-06-19,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,"47.7119,-122.23",181781791,12411,84th Avenue Northeast,,,King County,Washington,98034,8.194774792883283,521148.0810313076,445000.0,455000.0,105000.0,19,6,2014Q2,2014,2014-24,465000.0
5326,3058600050,2014-09-19,285000.0,2,1.0,920,5850,1.0,0,0,4,6,920,0,1900,0,98108,47.5441,-122.304,1640,5476,"47.5441,-122.304",158241215,6440,23rd Avenue South,,Seattle,King County,Washington,98108,11.272868509879942,355871.372972973,345000.0,370500.0,85500.0,19,9,2014Q3,2014,2014-37,450000.0
5328,8651400680,2014-08-13,179000.0,3,1.0,920,5200,1.0,0,0,4,6,920,0,1969,0,98042,47.3603,-122.085,920,5200,"47.3603,-122.085",230633216,19220,Southeast 269th Street,,,King County,Washington,98042,33.834153277455435,311748.1575091575,292000.0,232700.0,53700.0,13,8,2014Q3,2014,2014-32,450000.0
5340,7520000440,2015-02-09,214000.0,3,2.0,1580,5080,1.0,0,0,4,6,800,780,1942,0,98146,47.4963,-122.35,1580,7114,"47.4963,-122.35",236883891,1203,Southwest 119th Street,Mount View,,King County,Washington,98146,17.45915317499026,360914.4946619217,309000.0,278200.0,64200.0,9,2,2015Q1,2015,2015-06,440000.0
5345,1021079099,2014-11-06,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,"47.3259,-121.896",233212121,30458,Kanaskat-Kangley Road Southeast,,,King County,Washington,98051,44.405245137436765,420874.7373737374,359999.0,448500.0,103500.0,6,11,2014Q4,2014,2014-44,439000.0
5346,6075000050,2014-07-16,323000.0,4,1.75,1310,9690,1.0,0,0,4,7,1310,0,1967,0,98011,47.7559,-122.226,2280,9618,"47.7559,-122.226",231055267,17647,86th Avenue Northeast,,Bothell,King County,Washington,98011,13.029150945324384,490456.3711340206,470000.0,419900.0,96900.0,16,7,2014Q3,2014,2014-28,450000.0
5349,8658300480,2014-07-21,299800.0,4,1.5,1530,9000,1.0,0,0,4,6,1530,0,1976,0,98014,47.6492,-121.90799999999999,1520,8500,"47.6492,-121.90799999999999",296115353,32365,East Reitze Street,,,King County,Washington,98014,26.32995486310719,455492.0487804878,415000.0,389740.0,89940.0,21,7,2014Q3,2014,2014-29,450000.0
5352,2141330050,2014-05-20,760000.0,4,1.75,2450,13300,1.0,0,2,4,9,1630,820,1987,0,98006,47.5564,-122.13,3150,15500,"47.5564,-122.13",296166057,5098,157th Avenue Southeast,,Bellevue,King County,Washington,98006,13.49704541209309,856565.3040816326,760000.0,988000.0,228000.0,20,5,2014Q2,2014,2014-20,465000.0
5354,3291800780,2015-02-03,375000.0,4,2.5,2090,8325,1.0,0,0,4,7,1470,620,1983,0,98056,47.4888,-122.184,1700,8025,"47.4888,-122.184",233727174,426,Ferndale Avenue Northeast,Highlands Park,,King County,Washington,98056,17.82848284129234,421449.4133663366,380000.0,487500.0,112500.0,3,2,2015Q1,2015,2015-05,440000.0
5367,9835800840,2015-02-04,215000.0,4,2.0,1470,7000,1.0,0,0,4,8,1470,0,1967,0,98032,47.3742,-122.289,1640,7000,"47.3742,-122.289",231252211,3405,South 253rd Street,,,King County,Washington,98032,29.73791166024356,251195.7723577236,249000.0,279500.0,64500.0,4,2,2015Q1,2015,2015-05,440000.0
5374,7338001190,2014-10-17,215000.0,3,1.5,1280,5065,2.0,0,0,4,6,1280,0,1983,0,98002,47.3343,-122.21700000000001,1070,4491,"47.3343,-122.21700000000001",230996850,3017,K Street Northeast,,,King County,Washington,98002,34.2380215382375,234083.8730964467,235000.0,279500.0,64500.0,17,10,2014Q4,2014,2014-41,439000.0
5376,2785000290,2014-05-07,675000.0,3,1.75,1680,10500,1.0,0,0,4,8,1680,0,1959,0,98005,47.6098,-122.169,2250,10400,"47.6098,-122.169",296025792,12825,Main Street,Belridge,Bellevue,King County,Washington,98005,7.5955210188374,810164.875,765475.0,877500.0,202500.0,7,5,2014Q2,2014,2014-18,465000.0
5392,3980300020,2015-03-10,340000.0,3,1.0,670,23522,1.0,0,0,4,6,670,0,1968,0,98024,47.5329,-121.89,1880,20270,"47.5329,-121.89",296027155,7402,337th Place Southeast,,,King County,Washington,98024,30.183945803069122,588748.9873417722,465000.0,442000.0,102000.0,10,3,2015Q1,2015,2015-10,440000.0
5397,7893808220,2014-07-09,250000.0,3,1.0,990,8062,1.0,0,0,4,7,990,0,1960,0,98198,47.4151,-122.334,1420,8790,"47.4151,-122.334",96562638,,Occidental Avenue South,North Hill,,King County,Washington,98148,25.725629835314272,302925.9527272727,265000.0,325000.0,75000.0,9,7,2014Q3,2014,2014-27,450000.0
5401,9232900050,2014-08-06,300000.0,2,1.75,2120,6350,1.0,0,0,4,6,1440,680,1924,0,98103,47.6974,-122.35600000000001,1590,6350,"47.6974,-122.35600000000001",156249691,9241,Greenwood Avenue North,,Seattle,King County,Washington,98103,9.590546215904784,584334.4991652755,550000.0,390000.0,90000.0,6,8,2014Q3,2014,2014-31,450000.0
5404,7227500020,2015-01-23,259950.0,3,1.0,1460,5825,1.0,0,0,5,5,1260,200,1942,0,98056,47.4958,-122.191,1150,5926,"47.4958,-122.191",231846485,2102,Northeast 7th Street,Highlands Park,,King County,Washington,98056,16.925623147012843,421449.4133663366,380000.0,337935.0,77985.0,23,1,2015Q1,2015,2015-03,440000.0
5406,422000010,2014-11-06,299950.0,3,1.0,1580,5250,1.0,0,0,5,7,1580,0,1954,0,98056,47.4964,-122.16799999999999,1180,5940,"47.4964,-122.16799999999999",231958261,3812,Northeast 8th Court,President Park,,King County,Washington,98056,17.463583018808528,421449.4133663366,380000.0,389935.0,89985.0,6,11,2014Q4,2014,2014-44,439000.0
5407,826069127,2015-04-06,483000.0,3,2.25,2100,43560,1.0,0,0,4,8,1330,770,1977,0,98077,47.7511,-122.072,2100,43560,"47.7511,-122.072",296097030,16975,199th Place Northeast,,,King County,Washington,98077,18.61700631327168,682326.1530612245,652475.0,627900.0,144900.0,6,4,2015Q2,2015,2015-14,475000.0
5412,2787320430,2014-06-18,264000.0,4,1.75,1820,8118,1.0,0,0,4,7,1080,740,1980,0,98031,47.4104,-122.17200000000001,1810,8050,"47.4104,-122.17200000000001",231140105,12632,Southeast 214th Street,Hillshire Terrace,,King County,Washington,98031,26.45263962305887,300325.0184501845,288000.0,343200.0,79200.0,18,6,2014Q2,2014,2014-24,465000.0
5413,1672000170,2014-09-08,575000.0,3,1.75,1890,11141,1.0,0,0,4,8,1890,0,1968,0,98006,47.5697,-122.163,2720,11144,"47.5697,-122.163",296155583,4231,133rd Avenue Southeast,,Bellevue,King County,Washington,98006,10.710795499133932,856565.3040816326,760000.0,747500.0,172500.0,8,9,2014Q3,2014,2014-36,450000.0
5430,408100050,2014-08-27,329950.0,4,1.0,1360,5900,1.5,0,0,4,7,1360,0,1949,0,98155,47.7512,-122.318,1050,5900,"47.7512,-122.318",296155716,16875,11th Avenue Northeast,North City,,King County,Washington,98155,13.030928319098258,422794.47963800904,374000.0,428935.0,98985.0,27,8,2014Q3,2014,2014-34,450000.0
5433,8698100170,2015-02-11,111300.0,2,1.0,1060,6000,1.0,0,0,4,5,1060,0,1908,0,98002,47.3066,-122.223,940,6000,"47.3066,-122.223",231664957,107,E Street Southeast,,,King County,Washington,98002,37.27034345886518,234083.8730964467,235000.0,144690.0,33390.0,11,2,2015Q1,2015,2015-06,440000.0
5439,8645501330,2015-04-21,255000.0,3,1.5,1420,7480,1.0,0,0,4,7,1420,0,1963,0,98058,47.4651,-122.184,1720,7700,"47.4651,-122.184",231106050,1632,Beacon Way Southeast,Tiffany Park,,King County,Washington,98058,20.345648493525275,354019.7982261641,335000.0,331500.0,76500.0,21,4,2015Q2,2015,2015-16,475000.0
5440,2323069073,2014-06-22,439500.0,3,2.5,2050,40003,1.0,0,0,4,8,1570,480,1977,0,98027,47.47,-122.0,2700,46769,"47.47,-122.0",232517086,14710,255th Avenue Southeast,,,King County,Washington,98027,27.194524209327106,617141.4209245743,571000.0,571350.0,131850.0,22,6,2014Q2,2014,2014-24,465000.0
5441,2475200080,2014-09-08,268000.0,3,1.75,1250,5546,1.0,0,0,4,7,1250,0,1987,0,98055,47.4725,-122.18700000000001,1640,4791,"47.4725,-122.18700000000001",232171220,2415,Southeast 8th Place,,,King County,Washington,98055,19.492543784311316,303985.5576923077,293500.0,348400.0,80400.0,8,9,2014Q3,2014,2014-36,450000.0
5442,9533600185,2015-04-01,985000.0,3,1.75,1700,8534,1.0,0,0,4,7,1700,0,1953,0,98004,47.6276,-122.205,2100,10443,"47.6276,-122.205",296139295,1832,101st Place Northeast,,Bellevue,King County,Washington,98004,4.324972860884393,1354599.634920635,1150000.0,1280500.0,295500.0,1,4,2015Q2,2015,2015-13,475000.0
5453,2338800161,2015-01-06,365000.0,2,1.0,1390,8336,1.0,0,0,4,6,910,480,1946,0,98166,47.4646,-122.361,1610,7847,"47.4646,-122.361",235422610,15409,21st Avenue Southwest,Seahurst,,King County,Washington,98166,21.036614673649822,465515.548,390000.0,474500.0,109500.0,6,1,2015Q1,2015,2015-01,440000.0
5457,4151800420,2014-08-15,657500.0,3,1.75,980,6002,1.0,0,0,4,6,980,0,1942,0,98033,47.6643,-122.20299999999999,1150,6054,"47.6643,-122.20299999999999",179751111,10230,Northeast 65th Street,Houghton,,King County,Washington,98033,4.953003155153861,803809.3596287703,678000.0,854750.0,197250.0,15,8,2014Q3,2014,2014-32,450000.0
5471,123039420,2015-04-28,309000.0,3,1.0,1300,7200,1.0,0,0,4,7,1300,0,1952,0,98146,47.5063,-122.369,1740,7100,"47.5063,-122.369",231573591,10704,29th Place Southwest,,Seattle,King County,Washington,98146,17.080228775059087,360914.4946619217,309000.0,401700.0,92700.0,28,4,2015Q2,2015,2015-17,475000.0
5477,8732030080,2014-08-18,230000.0,3,1.75,1450,8378,1.0,0,0,4,8,1450,0,1978,0,98023,47.3093,-122.385,1860,8496,"47.3093,-122.385",232297543,4112,Southwest 327th Place,Twin Lakes,,King County,Washington,98023,38.06243164316037,287419.9512195122,268750.0,299000.0,69000.0,18,8,2014Q3,2014,2014-33,450000.0
5484,9262800294,2014-09-22,260000.0,3,1.75,2170,10018,1.0,0,0,4,7,1630,540,1978,0,98001,47.3087,-122.264,2049,15263,"47.3087,-122.264",230869102,32708,57th Avenue South,,,King County,Washington,98001,36.93884167218871,281383.6536312849,260000.0,338000.0,78000.0,22,9,2014Q3,2014,2014-38,450000.0
5488,458000235,2015-03-25,525000.0,4,2.0,1540,3740,1.0,0,0,4,7,770,770,1946,0,98117,47.6886,-122.375,1090,5080,"47.6886,-122.375",155361635,1417,Northwest 83rd Street,Whittier Heights,Seattle,King County,Washington,98117,10.163081498971456,575643.4105839416,542500.0,682500.0,157500.0,25,3,2015Q1,2015,2015-12,440000.0
5494,7922900380,2014-10-30,538000.0,3,1.75,1770,8050,1.0,0,0,4,7,1020,750,1963,0,98008,47.5862,-122.118,2000,7875,"47.5862,-122.118",296050776,16641,Southeast 26th Place,Sammamish Heights,Bellevue,King County,Washington,98008,12.209797094121342,645507.3780918728,545000.0,699400.0,161400.0,30,10,2014Q4,2014,2014-43,439000.0
5502,569000050,2014-07-03,565000.0,4,2.5,2230,8624,1.0,0,0,4,8,1430,800,1969,0,98052,47.6623,-122.152,1970,8402,"47.6623,-122.152",296112045,14073,Northeast 62nd Street,,,King County,Washington,98052,8.37912370973026,645894.7565674256,615000.0,734500.0,169500.0,3,7,2014Q3,2014,2014-26,450000.0
5504,8029200190,2014-11-07,227000.0,3,1.0,1280,7198,1.0,0,0,5,6,1280,0,1916,1983,98022,47.2094,-121.99600000000001,1260,7198,"47.2094,-121.99600000000001",233174610,1943,Lafromboise Street,,,King County,Washington,98022,51.90528686549817,315709.30341880344,279500.0,295100.0,68100.0,7,11,2014Q4,2014,2014-44,439000.0
5505,2896000680,2014-07-29,600000.0,4,2.75,2810,17674,1.0,0,0,4,8,1640,1170,1978,0,98052,47.6745,-122.14399999999999,2400,11240,"47.6745,-122.14399999999999",296097512,7998,147th Avenue Northeast,,,King County,Washington,98052,9.406438695430337,645894.7565674256,615000.0,780000.0,180000.0,29,7,2014Q3,2014,2014-30,450000.0
5514,424069088,2014-09-04,406430.0,3,2.0,1380,15426,1.0,0,0,4,7,1380,0,1968,0,98075,47.5951,-122.036,1380,15426,"47.5951,-122.036",296086292,22769,Southeast 16th Street,,,King County,Washington,98075,17.490590147761807,791346.4217877095,739999.5,528359.0,121929.0,4,9,2014Q3,2014,2014-35,450000.0
5523,6338000014,2014-10-13,625000.0,4,2.0,1760,5307,1.5,0,0,4,7,1170,590,1948,0,98105,47.6714,-122.28,1850,6600,"47.6714,-122.28",154921012,4346,Northeast 58th Street,Hawthorne Hills,Seattle,King County,Washington,98105,3.732308837845351,862825.2314410481,675000.0,812500.0,187500.0,13,10,2014Q4,2014,2014-41,439000.0
5524,1735800050,2015-04-09,142500.0,1,1.0,690,6825,1.0,0,0,4,5,690,0,1917,0,98002,47.3109,-122.225,1330,5381,"47.3109,-122.225",212591589,321,4th Street Northeast,,,King County,Washington,98002,36.78266761712541,234083.8730964467,235000.0,185250.0,42750.0,9,4,2015Q2,2015,2015-14,475000.0
5528,2268000470,2014-12-31,241500.0,3,1.0,1400,10425,1.0,0,0,4,7,1400,0,1968,0,98003,47.2738,-122.301,1440,10425,"47.2738,-122.301",234463775,2533,South 365th Place,,,King County,Washington,98003,40.93833649214966,294225.39130434784,266500.0,313950.0,72450.0,31,12,2014Q4,2014,2014-52,439000.0
5529,807800190,2015-02-04,245000.0,3,1.75,2350,12720,1.0,0,0,4,7,1180,1170,1964,0,98030,47.3594,-122.175,1680,10400,"47.3594,-122.175",230051280,12421,Southeast 270th Street,Seven Oaks East,,King County,Washington,98030,31.933002615841318,296715.90118577075,282510.0,318500.0,73500.0,4,2,2015Q1,2015,2015-05,440000.0
5531,8857600780,2014-10-03,158550.0,5,1.5,1710,8100,1.5,0,0,4,7,1710,0,1961,0,98032,47.3839,-122.288,1480,8025,"47.3839,-122.288",228766686,24315,35th Place South,,,King County,Washington,98032,28.656710360721586,251195.7723577236,249000.0,206115.0,47565.0,3,10,2014Q4,2014,2014-39,439000.0
5537,5127000420,2015-02-23,357500.0,3,1.5,1540,11858,1.0,0,0,4,7,1540,0,1966,0,98059,47.4755,-122.15700000000001,1550,11473,"47.4755,-122.15700000000001",231017543,13717,Southeast 141st Street,,,King County,Washington,98059,19.926228984475923,494370.18279569893,435000.0,464750.0,107250.0,23,2,2015Q1,2015,2015-08,440000.0
5543,6447300225,2014-11-06,1880000.0,3,2.75,2620,17919,1.0,0,1,4,9,2620,0,1949,0,98039,47.6144,-122.228,3400,14400,"47.6144,-122.228",296096278,322,84th Avenue Northeast,Eastland,,King County,Washington,98039,3.7624498319044406,2185516.93877551,1905000.0,2444000.0,564000.0,6,11,2014Q4,2014,2014-44,439000.0
5545,5412310080,2014-06-12,235000.0,3,1.75,1840,9697,1.0,0,0,4,7,1500,340,1985,0,98030,47.3764,-122.179,1430,8079,"47.3764,-122.179",230437557,12034,Southeast 252nd Place,,,King County,Washington,98030,30.020541824743614,296715.90118577075,282510.0,305500.0,70500.0,12,6,2014Q2,2014,2014-23,465000.0
5562,3039000050,2014-12-01,575000.0,4,2.75,1610,11201,1.0,0,0,5,7,1020,590,1982,0,98033,47.7024,-122.198,1610,9000,"47.7024,-122.198",181379903,11410,107th Place Northeast,,,King County,Washington,98033,8.23552841093005,803809.3596287703,678000.0,747500.0,172500.0,1,12,2014Q4,2014,2014-48,439000.0
5564,4024101434,2014-08-08,318000.0,3,1.0,1010,7200,1.0,0,0,5,6,1010,0,1948,0,98155,47.7601,-122.307,1590,7663,"47.7601,-122.307",296009565,2401,Northeast 182nd Court,,,King County,Washington,98155,13.729516260063152,422794.47963800904,374000.0,413400.0,95400.0,8,8,2014Q3,2014,2014-31,450000.0
5566,2618300080,2014-05-02,242500.0,3,1.5,1200,9720,1.0,0,0,4,7,1200,0,1965,0,98042,47.4225,-122.15299999999999,1380,10284,"47.4225,-122.15299999999999",231045794,14034,Southeast 201st Street,,,King County,Washington,98042,25.559747845684175,311748.1575091575,292000.0,315250.0,72750.0,2,5,2014Q2,2014,2014-17,465000.0
5567,7785000010,2014-12-04,750000.0,5,2.25,2020,8400,1.0,0,0,4,7,1010,1010,1963,0,98040,47.5763,-122.219,1890,9233,"47.5763,-122.219",296007968,3754,90th Avenue Southeast,Fortuna,,King County,Washington,98040,7.789481586743392,1194230.0212765958,993750.0,975000.0,225000.0,4,12,2014Q4,2014,2014-48,439000.0
5573,9834200950,2014-06-16,385000.0,4,1.75,1690,4080,1.0,0,0,4,7,870,820,1984,0,98144,47.571999999999996,-122.289,1320,4080,"47.571999999999996,-122.289",160733985,3415,35th Avenue South,,Seattle,King County,Washington,98144,7.977572595491966,594971.6,450000.0,500500.0,115500.0,16,6,2014Q2,2014,2014-24,465000.0
5578,8068000585,2014-08-27,235000.0,2,1.0,880,5600,1.0,0,0,5,7,880,0,1955,0,98178,47.5071,-122.265,1240,7015,"47.5071,-122.265",159778162,10425,55th Avenue South,Rainier Beach,Seattle,King County,Washington,98178,14.88226417681753,310622.6434108527,279000.0,305500.0,70500.0,27,8,2014Q3,2014,2014-34,450000.0
5582,3541600235,2014-10-28,350000.0,3,1.75,1900,10225,1.0,0,0,4,8,1220,680,1963,0,98166,47.4781,-122.35700000000001,1850,12630,"47.4781,-122.35700000000001",235692822,1634,Southwest 140th Street,Hurstwood,,King County,Washington,98166,19.53034909757318,465515.548,390000.0,455000.0,105000.0,28,10,2014Q4,2014,2014-43,439000.0
5583,2923039217,2014-06-10,350000.0,2,0.75,1392,43710,1.5,0,0,4,7,1392,0,1978,0,98070,47.4491,-122.45299999999999,1640,99316,"47.4491,-122.45299999999999",296108519,17400,94th Avenue Southwest,,,King County,Washington,98070,25.81185743213593,490763.7586206897,466250.0,455000.0,105000.0,10,6,2014Q2,2014,2014-23,465000.0
5586,3424069145,2014-09-25,343000.0,3,1.0,1400,5662,1.5,0,0,5,5,1400,0,1920,0,98027,47.5271,-122.036,1250,14375,"47.5271,-122.036",154218088,400,1st Avenue Southeast,,,King County,Washington,98027-3819,20.986752139932797,617141.4209245743,571000.0,445900.0,102900.0,25,9,2014Q3,2014,2014-38,450000.0
5591,8122100290,2014-08-13,392000.0,2,1.5,940,5000,1.0,0,0,4,7,810,130,1925,0,98126,47.5375,-122.374,940,5026,"47.5375,-122.374",158499075,7157,32nd Avenue Southwest,High Point,Seattle,King County,Washington,98126,14.359925337741302,424377.98295454547,395750.0,509600.0,117600.0,13,8,2014Q3,2014,2014-32,450000.0
5594,7875400050,2014-08-27,212000.0,3,1.5,1060,9225,1.0,0,0,4,7,1060,0,1955,0,98003,47.3217,-122.318,1270,9375,"47.3217,-122.318",231463855,1236,South 313th Street,,,King County,Washington,98003,35.76512750646467,294225.39130434784,266500.0,275600.0,63600.0,27,8,2014Q3,2014,2014-34,450000.0
5597,1626069178,2014-09-10,535000.0,4,2.5,2200,110642,1.0,0,0,5,7,1330,870,1979,0,98077,47.7409,-122.052,2290,51400,"47.7409,-122.052",296161769,21387,Northeast 156th Street,,,King County,Washington,98077,19.08716280902283,682326.1530612245,652475.0,695500.0,160500.0,10,9,2014Q3,2014,2014-36,450000.0
5602,6820100010,2014-06-16,415000.0,4,2.0,1800,2970,1.0,0,0,4,7,1000,800,1923,0,98115,47.6833,-122.31200000000001,1690,3801,"47.6833,-122.31200000000001",54334921,,15th Avenue Northeast,,Seattle,King County,Washington,98115,6.152399622951218,618890.6579861111,564750.0,539500.0,124500.0,16,6,2014Q2,2014,2014-24,465000.0
5605,3391900130,2014-09-03,258750.0,4,2.0,2300,8400,1.0,0,0,4,6,1150,1150,1962,0,98003,47.3282,-122.33200000000001,1230,8400,"47.3282,-122.33200000000001",233542356,30437,3rd Avenue South,Puget Sound Hills,,King County,Washington,98003,35.19595721015523,294225.39130434784,266500.0,336375.0,77625.0,3,9,2014Q3,2014,2014-35,450000.0
5606,7283900010,2015-02-23,350000.0,3,1.0,1080,7000,1.0,0,0,4,6,1080,0,1916,0,98133,47.7637,-122.351,1410,7214,"47.7637,-122.351",296104190,18514,Fremont Avenue North,,,King County,Washington,98133,15.28542138859775,385534.63636363635,372750.0,455000.0,105000.0,23,2,2015Q1,2015,2015-08,440000.0
5610,2207200675,2014-05-02,419000.0,3,1.5,1570,6700,1.0,0,0,4,7,1570,0,1956,0,98007,47.6022,-122.134,1570,7300,"47.6022,-122.134",296072977,15446,Southeast 9th Street,,Bellevue,King County,Washington,98007,10.325813543793489,618189.3309352518,555000.0,544700.0,125700.0,2,5,2014Q2,2014,2014-17,465000.0
5611,3622910190,2014-05-21,895000.0,5,3.0,2876,13927,1.0,0,2,4,9,1970,906,1973,0,98040,47.5528,-122.229,3500,14454,"47.5528,-122.229",46647786,,West Mercer Way,Mercer Heights,,King County,Washington,98040,10.053615273199451,1194230.0212765958,993750.0,1163500.0,268500.0,21,5,2014Q2,2014,2014-20,465000.0
5612,9346930250,2014-09-26,668500.0,4,2.25,2290,9546,1.0,0,0,4,8,1780,510,1976,0,98006,47.5617,-122.13,2360,8864,"47.5617,-122.13",296117071,15826,Southeast 47th Street,,Bellevue,King County,Washington,98006,13.09333905447588,856565.3040816326,760000.0,869050.0,200550.0,26,9,2014Q3,2014,2014-38,450000.0
5615,686900010,2014-05-28,898000.0,5,1.5,2680,28014,1.0,0,0,4,8,1450,1230,1963,0,98004,47.6348,-122.196,2900,22180,"47.6348,-122.196",296139707,2748,108th Avenue Northeast,Ashwood,Bellevue,King County,Washington,98004,4.787025462177466,1354599.634920635,1150000.0,1167400.0,269400.0,28,5,2014Q2,2014,2014-21,465000.0
5618,4039000050,2014-07-14,516130.0,3,1.75,1510,8250,1.0,0,0,4,8,1510,0,1962,0,98008,47.6183,-122.113,1770,8250,"47.6183,-122.113",296049410,805,171st Place Northeast,,Bellevue,King County,Washington,98008,11.243492368713643,645507.3780918728,545000.0,670969.0,154839.0,14,7,2014Q3,2014,2014-28,450000.0
5626,7334501410,2014-11-21,299500.0,4,2.25,1600,15312,1.0,0,0,4,7,1080,520,1979,0,98045,47.4629,-121.743,1620,12375,"47.4629,-121.743",296054966,44501,Southeast 151st Place,,,King County,Washington,98045,43.50549833629857,439721.9589041096,399500.0,389350.0,89850.0,21,11,2014Q4,2014,2014-46,439000.0
5630,3876810170,2015-05-05,329000.0,3,1.0,900,9600,1.0,0,0,4,7,900,0,1970,0,98072,47.7423,-122.17299999999999,1220,8240,"47.7423,-122.17299999999999",256169740,15705,Northeast 157th Street,,,King County,Washington,9034,12.994125796667845,569851.6948529412,514500.0,427700.0,98700.0,5,5,2015Q2,2015,2015-18,475000.0
5636,2202500255,2015-03-05,335000.0,3,2.0,1210,9926,1.0,0,0,4,7,1210,0,1954,2015,98006,47.5731,-122.135,1690,9737,"47.5731,-122.135",296072934,4070,154th Avenue Southeast,,Bellevue,King County,Washington,98006,11.982316029324126,856565.3040816326,760000.0,435500.0,100500.0,5,3,2015Q1,2015,2015-09,440000.0
